FacilityName,FacilityType,LicenseNumber,Licensee_name,LocationAddress,LocationCity,LocationState,LocationZipCode,LocationCounty,MailAddress,MailState,MailZipCode,TelephoneNmbr,FaxNmbr,LicensedBedCount,Source_DSHS_Data,hsystem_contract,contact_person,contact_person_title,num_employees,num_resident,facility_email,cellphone_number,total_afh_same_management,region
JUDSON PARK RETIREMENT COMMUNITY,AL,681,This variable does not exist for Assisted Living,23600 MARINE VIEW DR S,DES MOINES,WA,98198,King,23600 MARINE VIEW DR S,WA,98198,(206) 824-4000,,52,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Beckey Hjaltalin,Administrator,No response,No response,beckey.hjaltalin@humangood.org,NA,NA,NA
Kenmore Senior Living,AL,2456,This variable does not exist for Assisted Living,7221 NE 182ND STREET,KENMORE,WA,98028,King,7221 NE 182ND STREET,WA,98028,,,100,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Ashley Hineline,Administrator,54,65,martin.brown@sunriseseniorliving.com,(425)481-4200 (Mobile),NA,NA
KEYSTONE,AL,939,This variable does not exist for Assisted Living,3512 ALBION PL N,SEATTLE,WA,98103,King,3515 Woodland Park Ave N,WA,98103,(206) 461-6990,,64,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Teresa Lowery,Administrator,0,63,tlowery@cpcwa.org,(206)467-9614 (Mobile),NA,NA
Kin On Assisted Living,AL,2519,This variable does not exist for Assisted Living,5214 42nd Ave S,Seattle ,WA,98118,King,5214 42nd Ave S,WA,98118,(206) 721-0954,,25,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Emiko Mizuki,Administrator,22,11,Emizuki@kinon.org,NA,NA,NA
LAKESHORE,AL,1052,This variable does not exist for Assisted Living,11448 RAINIER AVE S,SEATTLE,WA,98178,King,11448 RAINIER AVE S,WA,98178,(206) 772-1200,(206) 374-2909,60,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Lindsey Pelland,Administrator,90,36,sarah.chimbanga@eraliving.com,NA,NA,NA
"Lakeview of Kirkland, Assisted Living",AL,2482,This variable does not exist for Assisted Living,6505 Lakeview Dr NE,Kirkland,WA,98033,King,6505 Lakeview Dr NE,WA,98033,(425) 803-6911,,85,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Allison Anderson,Administrator,No response,No response,llebar@pegasusseniorliving.com,NA,NA,NA
Laurel Cove Community,AL,2389,This variable does not exist for Assisted Living,17201 15th Ave NE,Shoreline,WA,98155,King,17201 15th Ave NE,WA,98155,(206) 364-9336,(206) 418-5249,98,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Mykael Walker,Administrator,50,62,Mykael@Laurelcovecommunity.com,NA,NA,NA
Legacy House,AL,2493,This variable does not exist for Assisted Living,803 South Lane Street,SEATTLE,WA,98104,King,803 South Lane Street,WA,98104,(206) 292-5187,,73,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Min Huang,Administrator,64,66,minh@ichs.com,NA,NA,NA
Lincoln Park Group Home,AL,2437,This variable does not exist for Assisted Living,6935 Fauntleroy Way SW,Seattle,WA,98136,King,PO Box 17017,WA,98127,(206) 829-2011,(206) 937-4593,8,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Richard Massey,Administrator,23,8,United_Friends@msn.com,NA,NA,NA
LIVING COURT ASSISTED LIVING COMMUNITY,AL,2153,This variable does not exist for Assisted Living,2229 JENSEN ST,ENUMCLAW,WA,98022,King,2229 JENSEN ST,WA,98022,(360) 825-0280,(360) 825-6272,65,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Apryl Schneider,Administrator,41,39,licensing@prestigecare.com,NA,NA,NA
Madison House,AL,2436,This variable does not exist for Assisted Living,12215 NE 128th St,Kirkland,WA,98034,King,12215 NE 128th St,WA,98034,(425) 821-8210,,84,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,JENI KUHNLY,Administrator,No response,No response,madisonhouseed@koelschsenior.com,NA,NA,NA
Merrill Gardens at Auburn,AL,2506,This variable does not exist for Assisted Living,18 1st St SE,Auburn,WA,98002,King,18 1st St SE,WA,98002,(253) 258-3263,,65,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Reza Baharmast,Administrator,56,50,seaacct@merrillgardens.com,NA,NA,NA
Merrill Gardens at Ballard,AL,2507,This variable does not exist for Assisted Living,2418 NW 56th St,Seattle,WA,98107,King,2418 NW 56th St,WA,98107,(206) 838-8555,,50,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Lisa Palm,Administrator,59,40,seaacct@merrillgardens.com,NA,NA,NA
Merrill Gardens at Burien,AL,2406,This variable does not exist for Assisted Living,15020 5th Ave SW,Burien,WA,98166,King,15020 5th Ave SW,WA,98166,(206) 539-4995,,55,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Marc Nowak,Administrator,55,46,seaacct@merrillgardens.com,NA,NA,NA
MERRILL GARDENS AT FIRST HILL,AL,2420,This variable does not exist for Assisted Living,1421 MINOR AVE,SEATTLE,WA,98101,King,1421 MINOR AVE,WA,98101,(206) 624-7637,(206) 622-0960,75,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Jared Fross,Administrator,53,79,seaacct@merrillgardens.com,NA,NA,NA
MERRILL GARDENS AT KIRKLAND,AL,2135,This variable does not exist for Assisted Living,14 MAIN ST S,KIRKLAND,WA,98033,King,1938 FAIRVIEW AVE EAST SUITE 300,WA,98102,(425) 828-2570,(425) 354-3008,40,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Sarah Shackleton,Administrator,44,25,seaacct@merrillgardens.com,NA,NA,NA
MERRILL GARDENS AT RENTON CENTRE,AL,2131,This variable does not exist for Assisted Living,104 Burnett Ave S,Renton,WA,98057,King,1938 FAIRVIEW AVE EAST SUITE 300,WA,98102,(425) 235-6400,(425) 235-6403,110,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Shelley Thompson,Administrator,73,55,seaacct@merrillgardens.com,NA,NA,NA
MERRILL GARDENS AT THE UNIVERSITY,AL,2132,This variable does not exist for Assisted Living,5300 24TH AVENUE NE,SEATTLE,WA,98105,King,1938 FAIRVIEW AVE EAST SUITE 300,WA,98102,(206) 523-8400,(206) 523-6630,45,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Michael Schaedig,Administrator,71,32,seaacct@merrillgardens.com,NA,NA,NA
MIRABELLA,AL,2034,This variable does not exist for Assisted Living,116 FAIRVIEW AVENUE NORTH,SEATTLE,WA,98109,King,116 FAIRVIEW AVENUE NORTH,WA,98109,(206) 254-1447,(206) 254-1417,63,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Kevin Stallo,Administrator,80,41,tduncan@retirement.org,NA,NA,NA
Murano Senior Living,AL,2521,This variable does not exist for Assisted Living,620 Terry Ave,Seattle,WA,98104,King,620 Terry Ave,WA,98104,(206) 455-7778,,117,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Mindy Walker,Administrator,56,5,mkovell@leisurecare.com,NA,NA,NA
NIKKEI MANOR,AL,1186,This variable does not exist for Assisted Living,700 6TH AVE S,SEATTLE,WA,98104,King,700 6TH AVE S,WA,98104,(206) 726-6460,,56,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Theresa McLaughlin,Administrator,52,49,morogo@keironw.org,NA,NA,NA
NORMANDY PARK ASSISTED LIVING,AL,1688,This variable does not exist for Assisted Living,16625 1st Ave S,Burien,WA,98148,King,16625 1st Ave S,WA,98148,(206) 241-0821,,120,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Janie Deubel,Administrator,68,88,adickerson@artegan.com,NA,NA,NA
NORSE HOME,AL,145,This variable does not exist for Assisted Living,5311 PHINNEY AVE N,SEATTLE,WA,98103,King,5311 PHINNEY AVE N,WA,98103,(206) 781-7400,,86,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Mike Martin,Administrator,72,62,Mike@norsehome.org,NA,NA,NA
NORTHAVEN II ASSISTED LIVING,AL,980,This variable does not exist for Assisted Living,531 NE 112TH ST,SEATTLE,WA,98125,King,531 NE 112TH ST,WA,98125,(206) 362-8077,,40,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Darlene Storti,Administrator,30,40,mquarterman@northavenseniorliving.org,NA,NA,NA
NORTHGATE PLAZA,AL,2374,This variable does not exist for Assisted Living,11030 NE 5TH AVE,SEATTLE,WA,98125,King,11030 NE 5TH AVE,WA,98125,(206) 363-6740,(206) 364-8075,60,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Angela Levingston,Administrator,55,37,gm.northgateokaza@merrillgardens.com,NA,NA,NA
Olympic View Assisted Living,AL,2130,This variable does not exist for Assisted Living,21202 INTERNATIONAL BLVD,SEATAC,WA,98198,King,21202 INTERNATIONAL BLVD,WA,98198,(206) 878-0900,(206) 824-5932,60,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Leanna Snider,Administrator,25,54,nathan_fox@telus.net,NA,NA,NA
OVERLAKE TERRACE,AL,2161,This variable does not exist for Assisted Living,2956 152nd Ave NE,Redmond,WA,98052,King,2956 152nd Ave NE,WA,98052,(425) 883-0495,(425) 883-0963,150,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Dave Martin,Administrator,No response,No response,lkrill@stellarliving.com,NA,NA,NA
PARK PLACE,AL,1532,This variable does not exist for Assisted Living,6900 37TH AVENUE SOUTH,SEATTLE,WA,98118,King,6900 37th Avenue South,WA,98118,(206) 722-7275,,156,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,Evergreen,Fred Wahlgren,Administrator,160,177,fred.wahlgren@rhf.org,NA,NA,NA
PARK SHORE,AL,183,This variable does not exist for Assisted Living,1630 43RD AVE E,SEATTLE,WA,98112,King,1630 43RD AVE E,WA,98112,(206) 329-0770,(206) 720-2102,36,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Roger Moore,Administrator,18,28,rogerm@parkshore.org,NA,NA,NA
PARKSIDE RETIREMENT COMMUNITY,AL,279,This variable does not exist for Assisted Living,2902 I St NE,Auburn,WA,98002,King,2902 I St NE,WA,98002,(253) 939-1332,,94,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Gayle Harriman,Administrator,32,71,markc@parksideretirement.com,NA,NA,NA
PARKVIEW GROUP HOME,AL,1117,This variable does not exist for Assisted Living,1114 15TH AVE E,SEATTLE,WA,98112,King,1114 15TH AVE E,WA,98112,(206) 324-4113,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Marc Cote,Administrator,11,6,pollowitz@earthlink.net,NA,NA,NA
PATRIOTS GLEN,AL,2121,This variable does not exist for Assisted Living,1640 148TH AVE SE,BELLEVUE,WA,98007,King,1640 148TH AVE SE,WA,98007,(425) 373-1161,(425) 373-1662,82,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Jane Whitaker,Administrator,86,71,jwhitaker@patriotsglen.com,NA,NA,NA
PETERS CREEK RETIREMENT COMMUNITY,AL,2245,This variable does not exist for Assisted Living,14431 REDMOND WAY,REDMOND,WA,98052,King,14431 REDMOND WAY,WA,98052,(425) 869-2273,(425) 861-1876,70,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,JENNIFER PRETTY,Administrator,No response,No response,austin@crhnorthwest.com,NA,NA,NA
Prestige Senior Living Auburn Meadows,AL,2239,This variable does not exist for Assisted Living,945 22nd St NE,Auburn,WA,98002,King,945 22nd St NE,WA,98002,(253) 333-0171,,110,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Tonee Muenzhuber,Administrator,56,98,licensing@prestigecare.com,NA,NA,NA
Provail,AL,2401,This variable does not exist for Assisted Living,1548 NE 175th St,Shoreline ,WA,98155,King,1548 NE 175th St,WA,98155,(206) 420-8838,,12,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Amal Grabinski,Administrator,14,12,amalg@provail.org,NA,NA,NA
Providence Mount St Vincent Retirement Apartments,AL,198,This variable does not exist for Assisted Living,4831 35th Ave SW,Seattle,WA,98126,King,4831 35th Ave SW,WA,98126,(206) 937-3700,,122,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,Providence / KP,Charlene Byod,Administrator,108,98,charlene.boyd@providence.org,NA,NA,NA
Quail Park Memory Care Residences of West Seattle,AL,2458,This variable does not exist for Assisted Living,4515 41st Ave SW,Seattle,WA,98116,King,4515 41st Ave SW,WA,98116,(206) 633-2273,,70,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Brian Anderson,Administrator,41,27,briana@qpmcwestseattle.com,NA,NA,NA
Queen Anne Manor,AL,2367,This variable does not exist for Assisted Living,100 Crockett St,Seattle,WA,98109,King,100 Crockett St,WA,98109,(206) 282-5001,,103,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Landon Hale,Administrator,47,67,queenanneed@islllc.com,NA,NA,NA
RED OAK RESIDENCE OF NORTH BEND,AL,1158,This variable does not exist for Assisted Living,650 E NORTH BEND WAY,NORTH BEND,WA,98045,King,650 E NORTH BEND WAY,WA,98045,(425) 888-7108,,38,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Amy Jarboe,Administrator,24,16,amy@redoakresidence.com,NA,NA,NA
Redmond Heights Senior Living,AL,2522,This variable does not exist for Assisted Living,7950 Willows Rd NE,Redmond,WA,98052,King,7950 Willows Rd NE,WA,98052,(425) 885-4157,,100,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Noemi Castillo,Administrator,41,50,pinnaclelicensing@scpinnacle.com,NA,NA,NA
REGENCY NEWCASTLE,AL,2018,This variable does not exist for Assisted Living,7454 NEWCASTLE GOLF CLUB ROAD,NEWCASTLE,WA,98059,King,7454 NEWCASTLE GOLF CLUB ROAD,WA,98059,(425) 453-1508,(425) 793-5309,85,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Tulinh Luciano-DeSmith,Administrator,56,58,ekoerner@regency-pacific.com,NA,NA,NA
RIVERSIDE EAST,AL,1413,This variable does not exist for Assisted Living,10315 EAST RIVERSIDE DR,BOTHELL,WA,98011,King,2020 A St SE Suite 101,WA,98002,(425) 481-1976,,35,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Elizabeth Frankie,Administrator,69,65,office@villageconcepts.com,NA,NA,NA
Ruthaven ALF LLC,AL,2539,This variable does not exist for Assisted Living,15843 SE 256TH ST,COVINGTON,WA,98042,King,15843 SE 256TH ST,WA,98042,(253) 631-5600,,14,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,MELISSA PEARSON,Administrator,No response,No response,Ruthaven@comcast.net,NA,NA,NA
Sagebrook Senior Living at Bellevue,AL,2467,This variable does not exist for Assisted Living,15750 NE 15TH ST,BELLEVUE,WA,98008,King,15750 NE 15TH ST,WA,98008,(425) 641-4900,,108,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Cash Carlos,Administrator,50,49,officemanager@sagebrookbellevue.com,NA,NA,NA
SPIRITWOOD AT PINE LAKE,AL,2137,This variable does not exist for Assisted Living,3607 228TH AVE SE,ISSAQUAH,WA,98029,King,2020 A St SE Suite 101,WA,98002,(425) 313-9100,(425) 313-9125,80,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,MICHELLE STRAZIS,Administrator,76,73,office@villageconcepts.com,NA,NA,NA
SPRING MANOR,AL,1150,This variable does not exist for Assisted Living,1103 16TH AVE,SEATTLE,WA,98122,King,1103 16TH AVE,WA,98122,(206) 324-9021,(206) 436-8203,57,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,AMANDA ROSS,Administrator,12,48,cszala@chmha.org,NA,NA,NA
STAFFORD SUITES,AL,1157,This variable does not exist for Assisted Living,112 KENNEBECK AVE N,KENT,WA,98030,King,112 KENNEBECK AVE N,WA,98030,(253) 850-0333,,75,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Kayla Sharpe,Administrator,No response,No response,bdalke@staffordcare.com,NA,NA,NA
STILLWATER HOUSE,AL,1519,This variable does not exist for Assisted Living,8705 166TH AVE NE,REDMOND,WA,98052,King,8705 166TH AVE NE,WA,98052,(425) 653-5080,,16,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Deborah Parks,Administrator,No response,No response,christina.johnson@sound.health,NA,NA,NA
SUNRISE OF BELLEVUE,AL,2163,This variable does not exist for Assisted Living,15928 NE 8TH ST,BELLEVUE,WA,98008,King,15928 NE 8TH ST,WA,98008,(425) 401-5152,(877) 291-8329,90,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,MOLLY CLARK,Administrator,No response,No response,BELLEVUE.ED@SUNRISESENIORLIVING.COM,NA,NA,NA
Sunrise of Bothell,AL,2342,This variable does not exist for Assisted Living,10605 NE 185th St,Bothell,WA,98011,King,10605 NE 185th St,WA,98011,(425) 487-3245,,50,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Jennie Bangerter,Administrator,65,41,bothell.boc@sunriseseniorliving.com,NA,NA,NA
Sunrise of Issaquah,AL,2543,This variable does not exist for Assisted Living,23599 SE Issaquah Fall City Rd,Issaquah,WA,98029,King,23599 SE Issaquah Fall City Rd,WA,98029,(425) 945-0006,,107,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUNRISE OF MERCER ISLAND,AL,2164,This variable does not exist for Assisted Living,2959 76TH AVENUE SE,MERCER ISLAND,WA,98040,King,2959 76TH AVENUE SE,WA,98040,(206) 232-6565,(206) 232-3875,64,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Kim MacDonald,Administrator,No response,No response,mercerisland.ed@sunriseseniorliving.com,NA,NA,NA
Sunrise of Northgate,AL,2344,This variable does not exist for Assisted Living,11039 17th Ave NE,Seattle,WA,98125,King,11039 17th Ave NE,WA,98125,(206) 452-0291,,49,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Phyllis Fischer,Administrator,64,31,northgate.ed@sunriseseniorliving.com,NA,NA,NA
Sunrise of Redmond,AL,2464,This variable does not exist for Assisted Living,15241 NE 20TH ST,BELLEVUE,WA,98007,King,15241 NE 20TH ST,WA,98007,,,90,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Mustafa Al-Maghoub,Administrator,No response,No response,Redmond.ED@sunriseseniorliving.com,(425)401-0300 (Mobile),NA,NA
TERRY HOME,AL,1089,This variable does not exist for Assisted Living,138 3RD AVE SW,PACIFIC,WA,98047,King,138 3RD AVE SW,WA,98047,(253) 288-0135,,10,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,JOANNE NORMAN,Administrator,12,10,terryhomeadm@gmail.com,NA,NA,NA
TERRY HOME AUBURN,AL,2205,This variable does not exist for Assisted Living,727 A STREET NE,AUBURN,WA,98002,King,727 A STREET NE,WA,98002,(253) 737-4546,(253) 737-4549,16,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,JOANNE NORMAN,Administrator,13,11,terryhomeadm@gmail.com,NA,NA,NA
The Bellettini,AL,2457,This variable does not exist for Assisted Living,1115 108th Ave NE,Bellevue,WA,98004,King,1115 108th Ave NE,WA,98004,,,50,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Frances Bates,Administrator,60,27,denisemunoz@mbk.com,(425)450-0800 (Mobile),NA,NA
THE CANNON HOUSE,AL,2056,This variable does not exist for Assisted Living,113 23rd AVENUE SOUTH,SEATTLE,WA,98144,King,113 23rd AVENUE SOUTH,WA,98144,(206) 709-1777,(206) 860-9846,91,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Vivian Weber,Administrator,60,74,vivianweber@seamarchc.org,NA,NA,NA
The Cottages of Renton,AL,2496,This variable does not exist for Assisted Living,17033 108th Ave SE,Renton,WA,98055,King,17033 108th Ave SE,WA,98055,(425) 528-7070,,60,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Lorien Busby,Administrator,20,14,marysusan@carepartnersliving.com,NA,NA,NA
THE GARDENS AT JUANITA BAY,AL,456,This variable does not exist for Assisted Living,11853 97th Ave NE,Kirkland,WA,98034,King,11853 97th Ave NE,WA,98034,(425) 823-0410,,48,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Dave Foltz,Administrator,27,40,john@gardensatjuanitabay.com,NA,NA,NA
THE GARDENS AT TOWN SQUARE,AL,1604,This variable does not exist for Assisted Living,933 111TH AVE NE,BELLEVUE,WA,98004,King,933 111th Ave NE,WA,98004,(425) 688-1900,(425) 871-6070,90,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,April Tolstoy,Administrator,60,54,administrativeservices@eraliving.com,NA,NA,NA
THE INN AT ARBOR VILLAGE,AL,1994,This variable does not exist for Assisted Living,24205 116TH AVE SE,KENT,WA,98030,King,24205 116TH AVE SE,WA,98030,(253) 893-0340,(253) 893-0391,14,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Bonnie Bachman,Administrator,16,2,carolf@cascadeliving.com,NA,NA,NA
THE KENNEY,AL,128,This variable does not exist for Assisted Living,7125 Fauntleroy Way SW,Seattle,WA,98136,King,7125 FAUNTLEROY WAY SW,WA,98136,(206) 937-2800,,98,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,"Adrian ""John"" Cruz",Administrator,102,50,jcruz@thekenney.org,NA,NA,NA
THE LODGE AT ARBOR VILLAGE,AL,2037,This variable does not exist for Assisted Living,24004 114TH PLACE SE,KENT,WA,98030,King,24004 114TH PLACE SE,WA,98030,(253) 856-1600,(253) 856-8043,60,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Bonnie Bachman,Administrator,61,43,TOMS@CASCADELIVING.COM,NA,NA,NA
THE LODGE AT EAGLE RIDGE,AL,1798,This variable does not exist for Assisted Living,1600 S EAGLE RIDGE Dr S,Renton,WA,98055,King,1600 S EAGLE RIDGE Dr S,WA,98055,(425) 793-8080,,75,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Justin Wammock,Administrator,55,61,jwammock@gencare-inc.com,NA,NA,NA
The Meridian at Stone Creek,AL,2365,This variable does not exist for Assisted Living,1111 S 376th St,Milton,WA,98354,King,1111 S 376th St,WA,98354,(253) 661-3651,(253) 754-6750,188,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Kelly Holm,Administrator,76,140,ed.stonecreek@pacificaseniorliving.com,NA,NA,NA
THE SUMMIT AT FIRST HILL,AL,1435,This variable does not exist for Assisted Living,1200 UNIVERSITY ST SUITE 100,SEATTLE,WA,98101,King,1200 UNIVERSITY ST SUITE 100,WA,98101,(206) 652-4444,(206) 519-6672,60,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Leta Medina,Administrator,125,48,letam@summitatfirsthill.org,NA,NA,NA
THE TERRACES AT SKYLINE,AL,2054,This variable does not exist for Assisted Living,715 9TH AVE,SEATTLE,WA,98104,King,715 9TH AVE,WA,98104,(206) 682-3200,(206) 407-1713,86,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,CAROL FOLTZ,Administrator,140,71,dduvall@skylineseattle.org,NA,NA,NA
TRANSITIONAL RESOURCES,AL,523,This variable does not exist for Assisted Living,2970 SW AVALON WAY,SEATTLE,WA,98126,King,2970 SW AVALON WAY,WA,98126,(206) 883-2050,(206) 457-5006,16,https://fortress.wa.gov/dshs/adsaapps/Lookup/BHAdvLookup.aspx,NA,Darcell Slovek-walker,Administrator,15,14,darcellw@transitionalresources.org,NA,NA,NA
